gene_id,gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG000004838,,142.39,-0.2276,0.347,-1.2712,0.7844614668933791,1.0
ENSG000004810,,0.14,-0.1258,0.1377,-0.753,0.9950312250060355,1.0
ENSG000004807,,19.43,-0.2217,0.2237,-0.9847,0.5034041088444616,1.0
ENSG000004790,,165.98,-0.0511,0.4468,-0.5918,0.8065452246242049,1.0
ENSG000000160,,39.08,0.197,0.3435,0.4364,0.9689017171140379,1.0
ENSG000000157,,4887.69,0.5597,0.4601,5.9642,0.9566005677673076,1.0
ENSG000000149,,11.37,0.1566,0.3437,0.3399,0.9721565095347499,1.0
ENSG000004796,,8998.3,-0.3792,0.4796,-5.1045,0.5035585463255224,1.0
ENSG000004797,,576.37,0.1459,0.1525,0.3238,0.8475320034620177,1.0
ENSG000004809,FOXA1,7.45,0.4282,0.4549,8.3946,0.6628376002907298,1.0
ENSG000004798,,12.57,-0.5848,0.4425,-3.6611,0.861966756157108,1.0
ENSG000004800,,488.79,0.2218,0.1605,0.542,0.928175939066235,1.0
ENSG000004801,,390.17,0.1521,0.2743,0.5191,0.5000623265902081,1.0
ENSG000004802,,1069.18,-0.0172,0.082,-0.0853,0.8890360441332016,1.0
ENSG000004803,,122.16,-0.4186,0.2229,-0.8543,0.4540652563320121,1.0
ENSG000004805,,4938.65,-0.0788,0.122,-0.1653,0.9164129181004277,1.0
ENSG000004806,,166.89,-0.4788,0.4374,-3.9798,0.3879350756788693,1.0
ENSG000004799,,74.38,-0.6151,0.1773,-1.7497,0.6162018585572965,1.0
ENSG000004895,,906.25,-0.3193,0.1332,-0.6733,0.8776692678517609,1.0
ENSG000004839,,32.22,0.4053,0.298,2.7259,0.7491049613997478,1.0
ENSG000004842,,44.11,0.0227,0.1921,0.0963,0.7457821580012718,1.0
ENSG000004869,,28.76,0.0441,0.1793,0.1017,0.4272817081273277,1.0
ENSG000004870,,436.25,-0.1566,0.0969,-0.5054,0.42231387785603225,1.0
ENSG000004872,,52.9,0.408,0.4755,1.0192,0.8182372870192298,1.0
ENSG000004873,,29.24,-0.3734,0.2581,-0.7795,0.9858151058135156,1.0
ENSG000004876,,164.53,-0.3043,0.073,-2.3636,0.8155424374190073,1.0
ENSG000004877,,99.1,-0.402,0.3509,-0.8589,0.6202300525347562,1.0
ENSG000004868,,19.86,-0.0109,0.4428,-0.0253,0.8307608668132266,1.0
ENSG000004878,,231.1,0.1297,0.3154,0.4021,0.9596988005510044,1.0
ENSG000000085,,78.45,-0.2425,0.2799,-0.5355,0.9653887036634297,1.0
ENSG000004889,,67.85,0.0682,0.1983,0.1907,0.44389758599256546,1.0
ENSG000004890,,90.69,0.1908,0.3462,2.4041,0.8986118076342223,1.0
ENSG000004891,,3.34,-0.2466,0.3149,-3.6387,0.6773215879614743,1.0
ENSG000004892,,398.29,-0.3658,0.1173,-3.3656,0.6180374805617743,1.0
ENSG000004893,,8.19,-0.1708,0.1617,-0.5482,0.7055631903608371,1.0
ENSG000004881,,326.33,0.2981,0.2084,0.7043,0.49244226086650156,1.0
ENSG000004840,,296.08,-0.1961,0.1898,-0.7801,0.5717373111603222,1.0
ENSG000004867,,392.57,0.0573,0.423,0.1221,0.512078453937679,1.0
ENSG000004864,,31.45,-0.4052,0.4347,-1.3086,0.89009842418767,1.0
ENSG000004844,,26.96,-0.0425,0.422,-0.0895,0.7794883464715338,1.0
ENSG000004845,,29.01,0.3499,0.3107,1.5645,0.804546692142533,1.0
ENSG000004846,,12.8,0.1593,0.4605,0.4414,0.8221448795703731,1.0
ENSG000004847,,76.85,-0.6535,0.4489,-1.6148,0.4729159709784576,1.0
ENSG000004850,,240.04,0.1438,0.3729,0.3373,0.7433612504879242,1.0
ENSG000004851,,28.44,-0.7874,0.3242,-2.247,0.8862613845298132,1.0
ENSG000004865,,1745.43,-0.0228,0.1575,-0.1275,0.8741096277181507,1.0
ENSG000004852,,347.52,0.7647,0.3802,3.3001,0.6508383588369067,1.0
ENSG000004857,,841.17,0.2612,0.4079,1.2763,0.5948252892737712,1.0
ENSG000004858,,3732.3,0.2846,0.1451,0.9549,0.7772285200016578,1.0
ENSG000004859,,69.88,0.0392,0.1327,0.5327,0.7363897900500447,1.0
ENSG000004860,,115.01,-0.0425,0.373,-0.106,0.9677871919334492,1.0
ENSG000004862,,12.09,-0.2478,0.3007,-2.2576,0.5807248661428057,1.0
ENSG000004863,,234.43,-0.2061,0.3886,-1.4833,0.6919314196730921,1.0
ENSG000004854,,16.05,0.0447,0.3627,0.1047,0.934896448517574,1.0
ENSG000004573,,2.93,0.2427,0.2884,2.3394,0.5482159106549206,1.0
ENSG000004572,,146.05,-0.0898,0.4148,-0.2064,0.7698580056788935,1.0
ENSG000004571,,432.37,-0.1789,0.4745,-3.3863,0.6276067213320636,1.0
ENSG000004292,,7.53,-0.1291,0.4917,-0.5161,0.4862855723513465,1.0
ENSG000004293,,15.49,-0.4452,0.1126,-0.9836,0.7339267236324865,1.0
ENSG000004294,,317.14,-0.0625,0.1501,-0.2093,0.7739805962669104,1.0
ENSG000004295,,333.59,0.362,0.2927,0.7705,0.7846759807288776,1.0
ENSG000004298,,4.41,0.0379,0.231,0.1214,0.5900124682736959,1.0
ENSG000004299,,92.17,-0.2954,0.1794,-1.9226,0.7410857977382197,1.0
ENSG000004290,,127.1,0.1817,0.4458,0.3967,0.8526224374761169,1.0
ENSG000000501,,14.45,0.2779,0.2378,1.3611,0.9194296005584076,1.0
ENSG000000500,,672.51,-0.4148,0.2576,-1.2845,0.8586495789026308,1.0
ENSG000000498,,971.39,-0.0571,0.1336,-0.1696,0.8972965885332946,1.0
ENSG000004307,,64.92,-0.189,0.1083,-1.18,0.5926780659137455,1.0
ENSG000000497,,194.44,-0.3112,0.2053,-0.6381,0.9958564291781623,1.0
ENSG000004312,,143.21,-0.5237,0.2933,-2.3415,0.6597044821470919,1.0
ENSG000004314,,242.47,0.115,0.4365,0.395,0.5606568535006818,1.0
ENSG000004302,,473.96,-0.4097,0.1573,-1.0179,0.7167463829100775,1.0
ENSG000000487,,26.54,-0.194,0.4713,-0.831,0.9510906795670763,1.0
ENSG000004289,,1.76,0.4527,0.3294,3.5949,0.8317211202799181,1.0
ENSG000004287,,550.02,-0.1373,0.2399,-1.0615,0.36806970521729876,1.0
ENSG000004268,,1545.9,-0.5987,0.1854,-1.288,0.6225784902212987,1.0
ENSG000004270,,3615.3,0.2788,0.1344,0.6605,0.8193698179343586,1.0
ENSG000004273,,51.25,-0.4076,0.4137,-0.8195,0.5718757164709517,1.0
ENSG000004274,,342.0,-0.3239,0.2957,-2.6011,0.7214695378714872,1.0
ENSG000004275,,95.2,-0.6065,0.2037,-3.717,0.5503364977619415,1.0
ENSG000004276,,55.66,-0.0304,0.3238,-0.2462,0.7861304224621818,1.0
ENSG000004288,,4257.22,0.0557,0.0576,0.2734,0.6713340311030056,1.0
ENSG000000520,,811.4,0.2254,0.4775,0.828,0.9712962274285455,1.0
ENSG000004280,,4.86,0.1092,0.0789,0.2191,0.5733137445715221,1.0
ENSG000000516,,1620.31,0.2266,0.36,0.5871,0.9564981247770985,1.0
ENSG000004283,,551.1,0.3478,0.2451,3.2326,0.6135841848558766,1.0
ENSG000000513,,487.33,-0.0717,0.0714,-0.2476,0.8940546127021446,1.0
ENSG000000510,,14.1,-0.2493,0.2269,-1.1016,0.8311389644353826,1.0
ENSG000004286,,29.69,0.061,0.3076,0.1376,0.7017547722584984,1.0
ENSG000000517,,13.66,0.1503,0.0855,0.4923,0.8867263831449892,1.0
ENSG000000527,,2621.44,-0.4883,0.4895,-1.0729,0.9690129635029999,1.0
ENSG000000485,,510.65,-0.2269,0.2461,-0.7406,0.969242130458038,1.0
ENSG000004320,,14.71,-0.101,0.2218,-0.3638,0.4634035473860345,1.0
ENSG000004355,,841.61,0.1213,0.207,0.2557,0.8286499099626007,1.0
ENSG000004357,,48.59,0.0681,0.1064,0.3298,0.9217977565035089,1.0
ENSG000004358,,1688.42,-0.0972,0.4854,-0.3596,0.4506882886051886,1.0
ENSG000004359,,213.41,0.1774,0.4005,0.543,0.3718979905749412,1.0
ENSG000004360,,46.78,0.2041,0.1842,0.4826,0.4610533305271882,1.0
ENSG000004361,,386.79,0.0922,0.0691,0.2665,0.8345719568709472,1.0
ENSG000004354,,115.96,-0.5019,0.2449,-1.1071,0.974272240527946,1.0
ENSG000004362,,1035.29,-0.2474,0.3701,-1.1536,0.6594796782867858,1.0
ENSG000004367,,525.32,-0.1577,0.4618,-0.5071,0.636136530428131,1.0
ENSG000004370,,1168.64,0.067,0.0773,0.1633,0.870327593704692,1.0
ENSG000004371,,15.8,-0.5227,0.3923,-1.2695,0.41969492349959714,1.0
ENSG000004372,,255.28,-0.1638,0.1072,-2.1294,0.6545765141741385,1.0
ENSG000004373,,113.98,-0.3276,0.363,-1.3914,0.5040710038566732,1.0
ENSG000003749,,59.31,0.4287,0.3873,0.9653,0.7056459363630133,1.0
ENSG000004366,,366.71,0.6294,0.0872,7.0202,0.7455679517353511,1.0
ENSG000004319,,85.83,0.0463,0.1279,0.1105,0.6713298173865903,1.0
ENSG000004351,,1704.69,-0.6109,0.2929,-1.3583,0.8566982231275688,1.0
ENSG000004347,,707.16,-0.0142,0.2034,-0.0338,0.9525859813174191,1.0
ENSG000004321,,24.44,-0.006,0.0639,-0.0209,0.8310534408973382,1.0
ENSG000004325,,45.23,-0.2288,0.311,-0.6842,0.7658659869388081,1.0
ENSG000004327,,3062.79,-0.1787,0.4158,-0.5673,0.4084187074986926,1.0
ENSG000004330,,1015.74,-0.1205,0.2592,-0.8155,0.9394336228961874,1.0
ENSG000004331,,106.76,0.2044,0.0955,1.3998,0.5485389920711888,1.0
ENSG000004332,,175.77,-0.3461,0.4308,-3.9861,0.7878331881854967,1.0
ENSG000004350,,2340.33,-0.1682,0.3718,-1.1186,0.4755700767536536,1.0
ENSG000004333,,2913.77,0.2264,0.2964,2.5054,0.658357092185296,1.0
ENSG000004338,,114.85,0.151,0.4418,0.3033,0.4143831693562766,1.0
ENSG000004339,,138.69,-0.619,0.1781,-1.2474,0.6291131434804303,1.0
ENSG000004340,,702.95,-0.0952,0.2758,-0.7096,0.7822290004721234,1.0
ENSG000004341,,700.65,0.2824,0.1422,1.9357,0.6850451757086196,1.0
ENSG000004342,,1535.28,0.0576,0.1836,0.2122,0.6715335290546288,1.0
ENSG000004346,,46.42,0.0082,0.4206,0.0418,0.7194768931764646,1.0
ENSG000004334,,212.55,0.0598,0.3211,0.4786,0.5142542790619751,1.0
ENSG000004375,,4033.82,0.2983,0.48,1.2428,0.47924237503933054,1.0
ENSG000004266,,1.85,0.1481,0.3856,0.3285,0.449130565893491,1.0
ENSG000004264,,40.42,-0.0875,0.3099,-0.353,0.757813305694266,1.0
ENSG000000573,,79.03,0.0981,0.3819,0.5457,0.8852828290969004,1.0
ENSG000004194,,1524.57,-0.7279,0.3595,-3.7829,0.9949499861219419,1.0
ENSG000004195,,565.43,-0.7161,0.3526,-2.5339,0.46735868461891905,1.0
ENSG000004196,,225.91,-0.1488,0.4778,-0.708,0.7236793680928076,1.0
ENSG000004197,,223.92,0.3292,0.2172,1.6102,0.49509244999315616,1.0
ENSG000004198,,435.48,-0.4697,0.1874,-2.7722,0.4319334233634766,1.0
ENSG000004190,PDGFRB,423.55,-0.0189,0.3675,-0.0864,0.6084079219394797,1.0
ENSG000004199,,38.75,-0.9023,0.1276,-3.0774,0.4103056135599151,1.0
ENSG000004202,,6178.48,-0.3271,0.427,-5.8577,0.7487733218218078,1.0
ENSG000004203,,23.16,-0.2957,0.1779,-2.5073,0.8742720265915166,1.0
ENSG000004204,,38.94,-0.2909,0.121,-4.1995,0.8828853066451842,1.0
ENSG000000568,,1573.86,-0.3024,0.1188,-0.6131,0.9022202865403741,1.0
ENSG000004209,,91.7,-0.2571,0.1888,-0.88,0.7267560573982359,1.0
ENSG000004212,,26.66,-0.1614,0.0508,-2.0725,0.373617772310308,1.0
ENSG000004200,,35.6,0.1714,0.1694,0.6858,0.5046246829316976,1.0
ENSG000004213,,278.71,0.2394,0.3203,4.1354,0.721465600358349,1.0
ENSG000004189,,6016.78,-0.125,0.2127,-0.77,0.763246573514173,1.0
ENSG000004187,,614.63,0.7047,0.1838,1.7005,0.8719139887586365,1.0
ENSG000000598,,627.32,-0.2936,0.2263,-5.4491,0.9824473570470746,1.0
ENSG000004168,,87.82,-0.0739,0.2575,-1.1021,0.580194903247977,1.0
ENSG000000595,,16200.59,0.3113,0.151,0.9472,0.8263592101750041,1.0
ENSG000004172,,448.54,-0.0482,0.2229,-0.2027,0.6227611923401886,1.0
ENSG000000589,,125.43,0.2491,0.4277,2.5712,0.8769888309739855,1.0
ENSG000004175,,173.39,-0.0526,0.167,-0.1598,0.4177606716245422,1.0
ENSG000004188,,270.11,-0.2148,0.3196,-2.7844,0.9726277413964189,1.0
ENSG000000588,,179.56,-0.255,0.3011,-2.2131,0.9419105448514798,1.0
ENSG000004180,,41.47,-0.1029,0.2567,-0.6536,0.5198353671551348,1.0
ENSG000000577,,3310.85,0.0707,0.4169,0.2507,0.9341553437930064,1.0
ENSG000004183,,9.73,-0.2539,0.0953,-3.5141,0.4239125874876323,1.0
ENSG000000575,,122.79,0.2488,0.4972,2.8294,0.9324504210806432,1.0
ENSG000004185,,484.38,-0.1436,0.1214,-0.7918,0.7241924466541549,1.0
ENSG000004186,,53.13,0.1078,0.2259,0.3396,0.8156159153470276,1.0
ENSG000000585,,393.98,0.0546,0.3332,0.1224,0.9562591980273812,1.0
ENSG000004265,,4143.67,-0.0179,0.3951,-0.0377,0.6706877646636611,1.0
ENSG000004215,,76.08,0.0136,0.2789,0.0566,0.6295590559951465,1.0
ENSG000004218,,83.99,-0.1445,0.4651,-0.3218,0.8971304663109364,1.0
ENSG000000543,,634.62,0.1589,0.294,0.4097,0.9148159757649807,1.0
ENSG000004244,GRB2,99.35,0.2096,0.29,0.7516,0.37728572437123986,1.0
ENSG000004245,,3.12,0.0076,0.2689,0.0272,0.6601879974978584,1.0
ENSG000004247,,29.18,0.0493,0.263,0.2185,0.8771587082700529,1.0
ENSG000000540,,268.96,-0.1731,0.209,-1.8704,0.8622516283024872,1.0
ENSG000000538,,249.33,-0.1154,0.1004,-0.5946,0.9933608550547434,1.0
ENSG000004241,,83.14,-0.5526,0.0795,-2.8322,0.8815310480420061,1.0
ENSG000000537,,6741.39,-0.2581,0.1769,-3.7144,0.8890962427162395,1.0
ENSG000000531,,24.57,0.1916,0.3288,0.5823,0.9854373843696602,1.0
ENSG000004256,,159.54,0.3106,0.2946,1.7365,0.913922199066304,1.0
ENSG000004258,,264.66,0.4273,0.2892,0.925,0.6706058097213454,1.0
ENSG000004261,,1053.83,0.2993,0.4061,2.435,0.5747092028675753,1.0
ENSG000004262,,1582.48,-0.086,0.3479,-0.2257,0.5606429251459861,1.0
ENSG000004263,,397.65,0.2279,0.2507,0.7542,0.7687292280120813,1.0
ENSG000004254,,23.61,-0.3275,0.2001,-2.7818,0.7556077135017982,1.0
ENSG000004216,,201.37,0.1675,0.0513,2.3858,0.6601194442631304,1.0
ENSG000000544,,303.12,0.4325,0.1055,0.8841,0.9733791957751172,1.0
ENSG000004237,,150.65,0.4305,0.3496,1.5293,0.69356245597047,1.0
ENSG000004219,,574.67,0.0973,0.0577,1.0755,0.43256449926843143,1.0
ENSG000004222,,519.26,0.2534,0.4271,0.5973,0.4321672551739859,1.0
ENSG000004223,,22.79,-0.0017,0.2649,-0.0038,0.7138914693281131,1.0
ENSG000000557,,616.94,-0.1463,0.3909,-0.3687,0.8700479966063919,1.0
ENSG000004226,,34.96,0.156,0.1687,1.4119,0.7798425810193168,1.0
ENSG000004227,,1351.69,0.5606,0.1649,5.6032,0.6708577033306954,1.0
ENSG000004238,,13.7,-0.1042,0.1722,-0.3056,0.9247395651994635,1.0
ENSG000004228,,399.15,0.1259,0.4134,0.6376,0.7317399735856052,1.0
ENSG000004230,,51.87,0.0026,0.0525,0.0157,0.7832357188779623,1.0
ENSG000004231,,259.35,-0.4713,0.2015,-2.9472,0.6821831661527781,1.0
ENSG000004232,,1.98,0.4067,0.2709,1.1483,0.4396615323705906,1.0
ENSG000004233,,175.94,-0.1833,0.3673,-1.9575,0.9835983288781539,1.0
ENSG000004234,,203.56,0.1513,0.4015,0.7135,0.5690731955900737,1.0
ENSG000000554,,4.44,0.0763,0.4244,0.2437,0.8352172606087689,1.0
ENSG000004229,,4.29,0.083,0.1194,0.1959,0.8118107694391947,1.0
ENSG000004378,,1061.9,0.6126,0.0813,5.1894,0.8590776944503427,1.0
ENSG000004379,,108.58,0.0886,0.4456,0.3763,0.46803469292272704,1.0
ENSG000000447,,111.52,0.11,0.4669,0.8285,0.9356551294095445,1.0
ENSG000004507,,117.0,0.2071,0.2129,1.9689,0.425458332634434,1.0
ENSG000000335,,280.62,0.2925,0.2675,4.5187,0.8982797075437949,1.0
ENSG000004509,,100.71,0.1973,0.102,0.4602,0.9764156242738286,1.0
ENSG000004511,,681.99,-0.3561,0.3058,-0.7994,0.7176923105413323,1.0
ENSG000000333,,281.33,0.0227,0.2214,0.0998,0.9488816248994638,1.0
ENSG000004514,,258.22,-0.2807,0.1556,-0.8273,0.44202760843042377,1.0
ENSG000004505,,3511.37,-0.0642,0.3318,-0.2565,0.45275065185803587,1.0
ENSG000004516,,39.51,-0.2738,0.0705,-4.3687,0.4499595763686095,1.0
ENSG000004519,,17.22,0.1045,0.061,0.3484,0.663713252520194,1.0
ENSG000004521,,544.99,-0.1463,0.4261,-0.3127,0.8711321210821681,1.0
ENSG000000324,,2525.4,0.6277,0.3062,7.0144,0.9497993534620031,1.0
ENSG000000322,,713.12,0.1785,0.1295,0.4306,0.9159920013620774,1.0
ENSG000004524,,18.19,0.6225,0.0695,2.9702,0.661349840083063,1.0
ENSG000004525,,1.15,0.354,0.3398,0.7823,0.46875106043441406,1.0
ENSG000004518,,994.4,0.1032,0.4679,0.256,0.5590065389858901,1.0
ENSG000004526,,107.75,0.3433,0.2985,1.2329,0.4993955991710657,1.0
ENSG000004504,,32.42,0.1239,0.1385,0.2628,0.6067476903255307,1.0
ENSG000004501,,419.08,-0.2876,0.4881,-1.3305,0.7397949926578588,1.0
ENSG000004482,,21.6,0.0857,0.0578,0.3483,0.9095515907751013,1.0
ENSG000004484,,17.1,0.166,0.3313,0.3453,0.8310067889897745,1.0
ENSG000004485,,11520.79,-0.0102,0.4915,-0.0593,0.7088571132042747,1.0
ENSG000004486,,2.84,-0.4784,0.0684,-2.7335,0.9627865088280702,1.0
ENSG000004487,,355.05,0.1262,0.2804,0.3707,0.5712618284426194,1.0
ENSG000004489,,73.68,0.2643,0.117,0.5363,0.597398891187153,1.0
ENSG000004503,,410.89,-0.4751,0.1634,-1.343,0.36960429761376457,1.0
ENSG000004490,,496.64,0.0004,0.3247,0.0008,0.6865809280212878,1.0
ENSG000004493,,9.82,-0.1768,0.2814,-1.4144,0.59850341405168,1.0
ENSG000004494,,515.06,-0.1376,0.1482,-0.4396,0.37410573731650554,1.0
ENSG000004495,,447.98,0.257,0.2722,4.4492,0.37494771723866394,1.0
ENSG000004497,MERTK,359.2,-0.2416,0.4382,-4.7235,0.940746723077666,1.0
ENSG000004498,,60.85,0.3231,0.0557,2.4615,0.7504943844950965,1.0
ENSG000004500,,149.59,-0.3583,0.3252,-1.5783,0.7656132840221652,1.0
ENSG000004492,,38.04,-0.2873,0.3871,-1.1683,0.3941133835127284,1.0
ENSG000004481,,408.61,-0.3584,0.2603,-1.0326,0.8664487806342642,1.0
ENSG000004528,,117.9,0.2292,0.4242,0.4683,0.8057358218764082,1.0
ENSG000004531,,199.19,0.0504,0.389,0.1245,0.373999367025596,1.0
ENSG000004556,,41.93,-0.0901,0.2132,-0.9751,0.45374895393755144,1.0
ENSG000004557,,14.39,-0.3017,0.3712,-1.0294,0.8822695165695014,1.0
ENSG000000308,,59.59,-0.1775,0.2225,-0.6397,0.8884317051440961,1.0
ENSG000004559,,26.18,-0.1613,0.4335,-0.4604,0.5083470960136365,1.0
ENSG000004560,,70.73,0.1966,0.4737,0.6615,0.6469656840213087,1.0
ENSG000004561,,3.68,-0.3211,0.45,-0.6875,0.516848456307926,1.0
ENSG000004555,,55.38,-0.0238,0.1188,-0.0534,0.7739607998232102,1.0
ENSG000004562,,869.52,0.5157,0.4609,7.7021,0.8892268915849871,1.0
ENSG000000303,,49.78,0.2242,0.1993,0.571,0.9390813048870201,1.0
ENSG000000302,,782.68,-0.1681,0.2028,-0.7814,0.9758933378958987,1.0
ENSG000004567,,5.23,0.2557,0.1341,0.5558,0.6811770960705276,1.0
ENSG000004568,,166.68,-0.3688,0.2509,-1.6088,0.3726760954958379,1.0
ENSG000000300,,30.55,0.1889,0.2575,1.4537,0.8947141047556129,1.0
ENSG000004570,,275.99,0.0042,0.068,0.0241,0.4054714728869787,1.0
ENSG000004563,BCL2,1504.95,-0.2689,0.0569,-1.0282,0.9895632818291398,1.0
ENSG000004529,,45899.69,-0.0159,0.381,-0.0396,0.61705424610421,1.0
ENSG000004552,,188.44,0.2518,0.3473,2.6927,0.46205980189463025,1.0
ENSG000004550,,3205.54,-0.0693,0.3016,-0.2293,0.7495862900768155,1.0
ENSG000004532,,350.44,0.2836,0.1602,0.7332,0.8104099327350301,1.0
ENSG000004533,,61.4,0.1502,0.3539,0.9714,0.5683550459866207,1.0
ENSG000004535,,305.52,0.2227,0.3615,0.6027,0.3727770457892867,1.0
ENSG000004537,,42.6,0.065,0.3076,0.4524,0.5174655536537264,1.0
ENSG000004538,,6.5,-0.091,0.1276,-0.2483,0.8433611288719896,1.0
ENSG000004539,,54.45,-0.0657,0.3767,-0.1471,0.4362671348044198,1.0
ENSG000004551,,8.03,0.418,0.49,1.9771,0.5373455884130005,1.0
ENSG000004540,,261.2,0.2299,0.0774,2.7445,0.4333420303683231,1.0
ENSG000004542,,265.99,0.5836,0.1329,1.8054,0.5761854125072724,1.0
ENSG000004543,,93.25,-0.5463,0.0686,-1.5419,0.5661910873974069,1.0
ENSG000004545,,21.04,0.1111,0.4914,0.3109,0.6077227478371263,1.0
ENSG000004547,,41.19,-0.0301,0.4373,-0.0608,0.39685147034186397,1.0
ENSG000004548,,6.84,-0.0172,0.0527,-0.2227,0.9906955658991805,1.0
ENSG000004549,,106.66,0.1232,0.103,1.4751,0.8818909649480867,1.0
ENSG000000316,,24.81,0.0063,0.3842,0.0395,0.9955492647395692,1.0
ENSG000004479,,135.12,-0.4183,0.2655,-1.536,0.9499609008768916,1.0
ENSG000004478,,45.11,0.227,0.3766,1.5207,0.9671640551360522,1.0
ENSG000004477,,9.15,-0.1384,0.4896,-0.6104,0.4895913570556003,1.0
ENSG000004408,,87.81,-0.1155,0.4184,-0.4293,0.4681838960287671,1.0
ENSG000004409,,27.82,0.1623,0.1699,1.7633,0.8101266350119591,1.0
ENSG000004410,,29.2,0.2629,0.4487,0.6514,0.7676060194582317,1.0
ENSG000004411,,606.2,-0.2005,0.2197,-0.7659,0.5051579186281667,1.0
ENSG000004412,,4.4,-0.0183,0.4336,-0.073,0.8544293867817304,1.0
ENSG000004413,,126.29,-0.3175,0.262,-6.2464,0.7510895304423859,1.0
ENSG000004407,,92.68,-0.0346,0.3583,-0.282,0.6129858620636884,1.0
ENSG000004414,,77.71,-0.7494,0.1705,-1.7927,0.7785818487206433,1.0
ENSG000004419,,3.29,-0.1053,0.1722,-0.4895,0.7722263733856795,1.0
ENSG000004420,,17.31,-0.6655,0.201,-2.1532,0.9265455414356274,1.0
ENSG000000433,,55.2,-0.0808,0.2279,-0.1761,0.9892562386150588,1.0
ENSG000004422,,415.01,-0.3258,0.0514,-2.4732,0.6277570772615966,1.0
ENSG000000430,,11.07,-0.5276,0.4466,-1.6373,0.8565844442274576,1.0
ENSG000004424,,455.28,0.2838,0.3157,1.5331,0.5038971982925826,1.0
ENSG000004415,,491.89,0.0601,0.1671,0.2213,0.9564007794334166,1.0
ENSG000000427,,46.47,-0.2895,0.272,-0.6027,0.9520584182972106,1.0
ENSG000004406,,249.71,0.2541,0.438,1.5492,0.5440122913631098,1.0
ENSG000000435,,113.04,0.4507,0.4525,1.0808,0.9620753780372231,1.0
ENSG000004381,,1006.79,0.0471,0.2907,0.4018,0.9346053880772532,1.0
ENSG000004382,,2488.63,0.0529,0.1092,0.1884,0.796600456498377,1.0
ENSG000004385,,948.9,-0.1822,0.1921,-0.4673,0.6949266964401023,1.0
ENSG000004388,,57.26,-0.4298,0.341,-1.9149,0.6924454812415469,1.0
ENSG000004389,,1110.62,0.0438,0.4203,0.3726,0.779761055279122,1.0
ENSG000004393,,70.47,0.0973,0.3202,0.4629,0.5980183648366367,1.0
ENSG000004405,,486.42,-0.0376,0.2955,-0.1923,0.3841891520539801,1.0
ENSG000000441,,56.07,0.1152,0.085,0.2346,0.9242377008141329,1.0
ENSG000004398,,31.08,-0.2893,0.0803,-0.6378,0.5009294044165055,1.0
ENSG000004399,,19.0,0.324,0.0977,0.7944,0.3638327102683854,1.0
ENSG000004400,,40.72,0.2828,0.3045,4.5013,0.4320427135264764,1.0
ENSG000004401,,10.47,0.1462,0.1482,0.3274,0.3884078338719519,1.0
ENSG000004402,,67.34,0.3216,0.3253,1.2683,0.9599849082376752,1.0
ENSG000004403,,35.64,-0.2638,0.1465,-1.941,0.7680899052191402,1.0
ENSG000004397,,6.32,-0.2702,0.433,-0.9787,0.7790979397931701,1.0
ENSG000004428,,12.7,-0.2533,0.1989,-0.6028,0.6302388123829044,1.0
ENSG000004429,,26.29,0.0307,0.4609,0.1284,0.35902261669008606,1.0
ENSG000000425,,37.49,0.1936,0.3434,1.5692,0.876429274842435,1.0
ENSG000004455,,143.87,0.3803,0.1465,2.1043,0.7362375967151179,1.0
ENSG000004456,,5045.76,0.0866,0.4004,0.585,0.7322175600528613,1.0
ENSG000004458,,1319.49,-0.3999,0.151,-0.8436,0.9566600884242134,1.0
ENSG000004460,,1328.59,0.1986,0.1136,0.4603,0.4577493673821993,1.0
ENSG000000385,,618.23,-0.2277,0.1825,-1.443,0.8779415639996061,1.0
ENSG000004462,,7.4,0.5548,0.4074,4.3182,0.6032823194505884,1.0
ENSG000004453,,161.35,0.3449,0.1258,6.6707,0.5245189426558096,1.0
ENSG000004465,,6.74,-0.174,0.458,-0.3843,0.8269768772209473,1.0
ENSG000004468,,200.98,0.1253,0.2608,0.5288,0.5714485657480787,1.0
ENSG000004469,,119.31,0.0322,0.3321,0.2688,0.9860985134801991,1.0
ENSG000004470,,76.62,0.1162,0.4976,0.325,0.589443220604249,1.0
ENSG000004473,,850.52,0.3885,0.1648,0.786,0.8831529863718319,1.0
ENSG000004474,,153.06,0.1633,0.2293,0.449,0.8412141455110531,1.0
ENSG000004476,,134.72,0.1542,0.1953,1.306,0.6180324841811372,1.0
ENSG000004467,,436.19,0.255,0.2372,0.5515,0.7979467708924225,1.0
ENSG000004452,,256.97,-0.1493,0.3925,-0.4491,0.762038463389075,1.0
ENSG000004451,,37.64,-0.1485,0.4767,-0.3766,0.37835360326191203,1.0
ENSG000004450,,598.82,0.449,0.2192,2.1866,0.5343644288593793,1.0
ENSG000004433,,36.74,0.068,0.2112,0.2154,0.9416948315016594,1.0
ENSG000000423,,150.64,-0.0747,0.1256,-0.2131,0.9832576109615698,1.0
ENSG000004436,,13.08,0.2088,0.0619,1.5162,0.8398580033995856,1.0
ENSG000004437,,3.02,0.352,0.2756,1.939,0.6477557612860042,1.0
ENSG000004438,,6397.12,-0.0818,0.3219,-0.6386,0.7101716074030013,1.0
ENSG000004439,,12.87,-0.1022,0.3796,-0.2586,0.6360018039889606,1.0
ENSG000004440,,426.41,0.15,0.4961,0.4799,0.9461962839485654,1.0
