gene_id,gene_name,Control_1,Control_2,Control_3,Control_4,Treat_1,Treat_2,Treat_3,Treat_4
ENSMUSG000001462,,1,0,1,3,2,1,2,1
ENSMUSG000001463,,15,6,11,7,16,11,11,26
ENSMUSG000001464,,4,1,7,6,1,4,1,3
ENSMUSG000001465,,5,4,1,4,10,6,7,6
ENSMUSG000001466,,48,55,105,40,61,49,62,78
ENSMUSG000001467,,629,485,529,550,675,656,593,493
ENSMUSG000001468,,55,27,18,29,38,46,29,62
ENSMUSG000001469,,1,2,0,1,2,1,2,1
ENSMUSG000001470,,37,43,35,20,61,30,61,40
ENSMUSG000001471,,318,153,195,332,180,215,164,121
ENSMUSG000001472,,3,4,2,4,3,1,7,6
ENSMUSG000001473,,16,12,9,10,21,23,8,21
ENSMUSG000001474,,23,23,10,13,16,19,22,5
ENSMUSG000001475,,3,2,4,5,2,3,2,1
ENSMUSG000001476,,61,53,137,44,68,74,82,47
ENSMUSG000001477,,14,12,19,7,9,10,17,22
ENSMUSG000001478,,69,77,64,67,27,46,58,30
ENSMUSG000001479,,6,3,3,5,5,5,7,4
ENSMUSG000001480,,12,17,5,3,12,10,10,4
ENSMUSG000001481,,62,99,76,51,67,66,96,50
ENSMUSG000001482,,9,13,14,5,13,6,15,12
ENSMUSG000001483,,464,307,458,864,387,619,749,361
ENSMUSG000001484,,8,15,5,8,13,13,12,5
ENSMUSG000001485,,14,23,16,30,42,29,32,12
ENSMUSG000001486,,86,210,101,176,84,91,106,130
ENSMUSG000001487,,1,0,1,1,4,1,0,2
ENSMUSG000001488,,0,0,0,1,0,0,2,0
ENSMUSG000001489,,1,0,2,4,2,2,1,1
ENSMUSG000001490,,147,418,142,196,164,302,212,280
ENSMUSG000001491,,5,7,9,8,8,11,10,1
ENSMUSG000001492,,3467,3552,3965,2992,1813,4287,2506,4380
ENSMUSG000001493,,7,9,6,9,8,7,6,6
ENSMUSG000001494,,21,32,21,56,21,8,21,21
ENSMUSG000001495,,463,729,324,569,583,259,661,360
ENSMUSG000001496,,827,1012,982,946,1346,1543,1064,1718
ENSMUSG000001497,,1057,1891,1459,1156,1229,1545,929,1544
ENSMUSG000001498,,263,171,312,203,135,283,172,241
ENSMUSG000001499,,110,165,186,270,210,168,217,160
ENSMUSG000001500,,43,60,59,102,59,31,52,31
ENSMUSG000001501,,70,52,101,144,120,91,58,92
ENSMUSG000001502,,9,8,9,6,7,5,10,9
ENSMUSG000001503,,6,0,5,5,4,3,3,3
ENSMUSG000001504,,27,11,19,11,24,12,12,12
ENSMUSG000001505,,11,13,7,7,3,16,17,10
ENSMUSG000001506,,17,5,9,10,6,9,7,7
ENSMUSG000001507,,67,66,106,76,61,139,44,64
ENSMUSG000001508,,170,154,139,114,247,129,67,175
ENSMUSG000001509,,19,24,56,16,27,40,36,18
ENSMUSG000001510,,509,247,310,297,320,498,602,384
ENSMUSG000001511,,0,2,1,3,1,1,2,0
ENSMUSG000001512,,11,23,19,14,10,10,10,15
ENSMUSG000001513,,1,6,5,6,6,3,2,4
ENSMUSG000001514,,1,0,0,1,0,1,0,0
ENSMUSG000001515,,15,21,11,10,17,21,12,5
ENSMUSG000001516,,14,9,16,13,26,19,15,8
ENSMUSG000001517,,350,246,590,696,277,580,314,500
ENSMUSG000001518,,54,100,99,116,55,63,62,80
ENSMUSG000001519,,2,3,9,5,4,4,4,6
ENSMUSG000001520,,641,877,260,564,667,408,637,835
ENSMUSG000001521,,120,335,217,211,256,233,227,105
ENSMUSG000001522,,53,64,52,46,117,51,36,38
ENSMUSG000001523,,10,14,5,4,5,17,18,12
ENSMUSG000001524,,2,4,5,2,2,2,4,1
ENSMUSG000001525,,7,13,9,9,6,3,8,5
ENSMUSG000001526,,205,186,196,152,224,94,181,180
ENSMUSG000001527,,507,663,713,1094,724,1107,837,808
ENSMUSG000001528,,267,482,356,248,319,289,519,744
ENSMUSG000001529,,15,5,14,6,10,11,7,7
ENSMUSG000001530,,0,1,2,2,2,1,2,3
ENSMUSG000001531,,27,26,24,41,14,35,32,24
ENSMUSG000001532,,1,1,1,0,0,1,0,0
ENSMUSG000001533,,33,44,40,44,22,29,44,33
ENSMUSG000001534,,17,15,12,16,8,9,15,9
ENSMUSG000001535,,12,6,21,10,17,8,9,12
ENSMUSG000001536,,1,2,0,0,1,0,0,5
ENSMUSG000001537,,44,44,67,64,95,34,63,64
ENSMUSG000001538,,9,4,6,8,6,12,11,2
ENSMUSG000001539,,3,2,2,2,3,0,0,0
ENSMUSG000001540,,0,0,0,0,0,0,0,0
ENSMUSG000001541,,28,25,30,8,20,15,12,29
ENSMUSG000001542,,448,607,945,915,769,555,520,789
ENSMUSG000001543,,808,665,379,700,678,582,440,622
ENSMUSG000001544,,3,5,16,6,6,5,11,14
ENSMUSG000001545,,8,6,13,5,3,4,7,2
ENSMUSG000001546,,62,60,68,66,67,31,46,98
ENSMUSG000001547,,2,5,0,2,1,3,5,2
ENSMUSG000001548,,56,37,23,39,39,28,48,33
ENSMUSG000001549,,90,98,114,98,97,88,111,77
ENSMUSG000001550,,344,231,383,107,169,223,250,187
ENSMUSG000001551,,6,14,14,10,15,21,10,16
ENSMUSG000001552,,15,16,17,9,13,12,10,12
ENSMUSG000001553,,3,2,6,0,4,6,4,3
ENSMUSG000001554,,3,4,5,5,5,2,2,2
ENSMUSG000001555,,9,8,17,18,10,15,15,13
ENSMUSG000001556,,31,39,50,46,51,64,48,18
ENSMUSG000001557,,164,65,133,110,108,148,161,168
ENSMUSG000001558,,2,1,6,4,2,3,8,7
ENSMUSG000001559,,550,402,360,185,456,597,402,432
ENSMUSG000001560,,7,6,2,9,15,12,18,15
ENSMUSG000001561,,29,10,18,12,36,14,18,16
ENSMUSG000001562,,8,8,6,3,4,6,8,4
ENSMUSG000001563,,1,0,0,0,0,0,0,0
ENSMUSG000001564,,129,158,64,108,148,166,104,129
ENSMUSG000001565,,128,69,79,46,70,40,93,65
ENSMUSG000001566,,10,8,12,11,8,13,15,10
ENSMUSG000001567,,20,9,8,13,23,22,25,24
ENSMUSG000001568,,30,52,82,59,42,26,82,92
ENSMUSG000001569,,3,1,0,2,1,2,1,2
ENSMUSG000001570,,9,11,7,8,3,8,5,3
ENSMUSG000001571,,122,110,86,142,75,101,65,69
ENSMUSG000001572,,1,1,1,1,4,1,0,0
ENSMUSG000001573,,31,29,35,34,29,39,28,31
ENSMUSG000001574,,0,2,1,0,1,4,1,1
ENSMUSG000001575,,109,45,36,23,69,46,40,37
ENSMUSG000001576,,14,28,27,20,24,19,7,36
ENSMUSG000001577,,2,0,1,0,2,0,2,2
ENSMUSG000001578,,262,197,95,167,176,136,171,120
ENSMUSG000001579,,6,1,2,9,3,6,7,4
ENSMUSG000001580,,4,5,7,2,2,10,2,5
ENSMUSG000001581,,27,41,20,46,36,24,32,35
ENSMUSG000001582,,164,188,154,186,105,233,131,137
ENSMUSG000001583,,1,8,2,3,2,3,3,4
ENSMUSG000001584,,26,22,22,15,25,25,11,25
ENSMUSG000001585,,40,47,33,29,40,43,25,36
ENSMUSG000001586,,54,100,83,118,81,105,31,50
ENSMUSG000001587,,35,18,41,21,26,17,27,25
ENSMUSG000001588,,10,9,11,7,11,8,7,9
ENSMUSG000001589,,2,3,2,4,6,4,6,6
ENSMUSG000001590,,39,24,14,8,17,25,24,21
ENSMUSG000001591,,3,3,4,2,2,3,0,7
ENSMUSG000001592,,1,0,0,0,0,0,0,0
ENSMUSG000001593,,45,38,39,59,63,37,44,56
ENSMUSG000001594,,92,101,133,127,170,109,86,207
ENSMUSG000001595,,0,1,0,0,0,1,0,0
ENSMUSG000001596,,1,1,3,4,4,1,1,3
ENSMUSG000001597,,46,104,30,70,63,44,70,53
ENSMUSG000001598,,968,1231,1191,742,1141,1316,1127,953
ENSMUSG000001599,,20,27,31,24,35,60,18,28
ENSMUSG000001600,,4,11,7,1,10,2,5,5
ENSMUSG000001601,,5,16,22,23,13,16,16,13
ENSMUSG000001602,,579,278,343,251,344,314,284,393
ENSMUSG000001603,,9,4,3,3,0,3,4,3
ENSMUSG000001604,,6,4,4,8,6,2,3,1
ENSMUSG000001605,,6,4,6,7,4,6,6,9
ENSMUSG000001606,,2,2,2,3,1,3,2,2
ENSMUSG000001607,,53,25,27,28,24,19,21,25
ENSMUSG000001608,,546,409,430,875,567,683,485,477
ENSMUSG000001609,,31,25,7,31,87,29,37,14
ENSMUSG000001610,,16,12,8,9,15,12,11,8
ENSMUSG000001611,,12,17,14,13,4,12,19,12
ENSMUSG000001612,,1,1,0,2,1,1,1,0
ENSMUSG000001613,,94,158,87,125,114,126,136,119
ENSMUSG000001614,,18,21,14,15,20,14,16,12
ENSMUSG000001615,,12,21,7,18,15,13,13,11
ENSMUSG000001616,,12982,13826,19558,10119,9446,15694,11979,15030
ENSMUSG000001617,,28,46,53,33,48,17,27,26
ENSMUSG000001618,,3,4,4,4,5,9,4,4
ENSMUSG000001619,,10,16,8,9,8,6,11,3
ENSMUSG000001620,,212,236,323,116,194,253,294,179
ENSMUSG000001621,,26,30,20,25,17,16,25,15
ENSMUSG000001622,,1,2,1,2,1,2,0,1
ENSMUSG000001623,,140,113,36,101,87,53,193,130
ENSMUSG000001624,,6,7,7,1,5,6,8,3
ENSMUSG000001625,,512,1001,396,574,1082,808,812,499
ENSMUSG000001626,,110,140,104,202,236,206,153,248
ENSMUSG000001627,,16,12,11,11,7,13,7,8
ENSMUSG000001628,,164,262,182,207,253,195,249,303
ENSMUSG000001629,,38,18,64,23,24,13,29,26
ENSMUSG000001630,,100,57,156,78,122,143,70,88
ENSMUSG000001631,,78,64,60,58,52,94,22,47
ENSMUSG000001632,,6,5,8,4,1,3,2,0
ENSMUSG000001633,,3,1,3,7,5,11,3,6
ENSMUSG000001634,,121,214,126,200,180,170,160,142
ENSMUSG000001635,,13,13,8,6,7,10,9,11
ENSMUSG000001636,,10,14,6,13,8,7,4,8
ENSMUSG000001637,,7,3,2,3,4,2,2,0
ENSMUSG000001638,,50,41,35,56,69,38,59,27
ENSMUSG000001639,,1454,1484,1027,1251,1846,483,848,1213
ENSMUSG000001640,,3,2,1,1,3,6,2,1
ENSMUSG000001641,,12,37,24,35,30,17,33,17
ENSMUSG000001642,,434,490,425,265,307,226,302,315
ENSMUSG000001643,,8,9,10,22,34,20,29,34
ENSMUSG000001644,,43,40,50,101,80,37,82,49
ENSMUSG000001645,,2,6,1,0,2,4,2,6
ENSMUSG000001646,,31,25,57,33,38,36,38,58
ENSMUSG000001647,,14,12,10,12,10,19,11,18
ENSMUSG000001648,,186,111,102,182,181,87,179,92
ENSMUSG000001649,,172,257,392,269,240,244,246,199
ENSMUSG000001650,,4287,3447,4676,2603,2777,3137,5142,2628
ENSMUSG000001651,,29,87,44,59,45,64,79,38
ENSMUSG000001652,,41,29,55,49,63,52,31,53
ENSMUSG000001653,,41,36,17,14,29,18,27,45
ENSMUSG000001654,,7,9,8,6,7,11,19,21
ENSMUSG000001655,,18,45,28,71,32,36,27,36
ENSMUSG000001656,,13,17,13,6,9,6,9,13
ENSMUSG000001657,,34,18,46,56,34,25,30,20
ENSMUSG000001658,,139,289,388,186,280,165,289,265
ENSMUSG000001659,,1,4,5,2,2,2,2,3
ENSMUSG000001660,,184,189,254,238,196,327,121,257
ENSMUSG000001661,,191,159,115,281,339,315,196,264
ENSMUSG000001662,,14,11,14,25,15,26,21,16
ENSMUSG000001663,,0,1,0,0,0,0,1,0
ENSMUSG000001664,,4,5,4,6,1,7,8,5
ENSMUSG000001665,,303,343,238,300,336,285,256,289
ENSMUSG000001666,,14,26,10,23,26,27,17,19
ENSMUSG000001667,,1,0,5,10,1,3,2,2
ENSMUSG000001668,,3,6,8,7,9,9,7,13
ENSMUSG000001669,,181,97,87,89,120,56,86,99
ENSMUSG000001670,,69,21,31,55,105,37,59,28
ENSMUSG000001671,,19,10,18,9,10,15,11,9
ENSMUSG000001672,,13,11,11,16,11,4,5,8
ENSMUSG000001673,,4,4,10,3,15,10,7,12
ENSMUSG000001674,,4,1,0,5,2,3,5,2
ENSMUSG000001675,,396,484,443,448,403,278,589,410
ENSMUSG000001676,,10,12,6,11,11,14,10,9
ENSMUSG000001677,,343,223,342,165,293,251,287,324
ENSMUSG000001678,,317,676,405,157,273,417,294,501
ENSMUSG000001679,,111,188,122,185,143,169,269,283
ENSMUSG000001680,,6,2,11,14,9,12,11,6
ENSMUSG000001681,,49,34,49,16,42,42,73,43
ENSMUSG000001682,,9,15,21,41,20,15,19,5
ENSMUSG000001683,,2,5,5,5,2,5,3,2
ENSMUSG000001684,,43,30,43,64,34,34,30,37
ENSMUSG000001685,,0,6,1,3,2,2,0,3
ENSMUSG000001686,,211,143,142,172,300,196,279,226
ENSMUSG000001687,,8,8,2,6,8,17,9,20
ENSMUSG000001688,,36,16,39,49,21,33,17,37
ENSMUSG000001689,,35,27,25,23,48,39,56,47
ENSMUSG000001690,,10,7,13,14,7,10,6,15
ENSMUSG000001691,,30,47,76,80,50,50,30,73
ENSMUSG000001692,,5,8,11,7,8,4,8,10
ENSMUSG000001693,,123,83,97,101,72,128,68,125
ENSMUSG000001694,,0,2,2,2,3,0,0,2
ENSMUSG000001695,,26,27,38,46,37,16,13,24
ENSMUSG000001696,,1136,1020,1645,919,973,833,983,600
ENSMUSG000001697,,6,0,0,0,6,3,3,4
ENSMUSG000001698,,8,9,4,2,8,4,4,5
ENSMUSG000001699,,55,91,55,97,47,63,54,36
ENSMUSG000001700,,26,16,22,28,35,24,30,26
ENSMUSG000001701,,65,37,28,46,57,41,28,40
ENSMUSG000001702,,66,25,74,50,51,28,55,48
ENSMUSG000001703,,56,89,96,63,69,84,60,98
ENSMUSG000001704,,226,132,198,396,139,233,245,163
ENSMUSG000001705,,39,75,50,61,31,42,56,9
ENSMUSG000001706,,15,14,14,6,8,11,24,10
ENSMUSG000001707,,59,49,84,90,75,105,59,66
ENSMUSG000001708,,1316,1070,737,875,751,906,726,985
ENSMUSG000001709,,14,13,31,17,12,14,10,10
ENSMUSG000001710,,3,5,3,5,0,5,6,4
ENSMUSG000001711,,201,143,156,178,235,328,277,113
ENSMUSG000001712,,14,11,24,18,27,18,8,13
ENSMUSG000001713,,0,0,1,0,0,2,0,1
ENSMUSG000001714,,201,168,117,70,122,73,150,52
ENSMUSG000001715,,7,8,7,5,11,8,9,2
ENSMUSG000001716,,16,14,22,13,14,16,7,9
ENSMUSG000001717,,23,28,39,32,51,44,31,29
ENSMUSG000001718,,44,17,70,48,36,22,46,25
ENSMUSG000001719,,142,87,66,89,104,68,39,116
ENSMUSG000001720,,12,14,7,9,12,22,17,7
ENSMUSG000001721,,58,65,69,75,60,95,59,73
ENSMUSG000001722,,18,12,11,8,6,11,10,5
ENSMUSG000001723,,77,111,36,87,102,155,104,92
ENSMUSG000001724,,43,75,58,57,74,56,90,90
ENSMUSG000001725,,3,3,4,1,2,6,6,3
ENSMUSG000001726,,227,88,155,179,100,122,212,132
ENSMUSG000001727,,13,3,3,8,12,7,4,10
ENSMUSG000001728,,85,60,57,111,155,115,166,99
ENSMUSG000001729,,57,29,34,35,33,64,22,33
ENSMUSG000001730,,749,618,877,990,870,820,517,555
ENSMUSG000001731,,9,11,19,15,11,17,5,15
ENSMUSG000001732,,10,11,9,9,15,12,8,6
ENSMUSG000001733,,15,21,15,30,13,35,8,30
ENSMUSG000001734,,14,10,9,6,7,12,5,10
ENSMUSG000001735,,60,102,162,160,179,54,139,80
ENSMUSG000001736,,0,0,2,0,1,1,0,0
ENSMUSG000001737,,3,1,2,6,2,1,1,3
ENSMUSG000001738,,4,0,4,3,3,5,1,4
ENSMUSG000001739,,114,181,97,141,115,100,126,76
ENSMUSG000001740,,629,838,590,138,625,771,440,766
ENSMUSG000001741,,15,23,11,15,12,13,18,13
ENSMUSG000001742,,17,12,22,24,11,9,7,18
ENSMUSG000001743,,23,11,20,14,19,18,20,24
ENSMUSG000001744,,187,262,203,195,168,180,190,203
ENSMUSG000001745,,4,4,4,7,3,2,5,5
ENSMUSG000001746,,47,34,14,49,42,24,72,30
ENSMUSG000001747,,168,171,121,195,105,171,134,89
ENSMUSG000001748,,28,46,51,33,56,44,71,98
ENSMUSG000001749,,37,41,21,9,9,24,20,18
ENSMUSG000001750,,94,153,82,186,121,151,78,161
ENSMUSG000001751,,0,0,0,0,0,0,0,0
ENSMUSG000001752,,91,69,96,41,50,55,68,84
ENSMUSG000001753,,8,7,5,6,11,3,3,0
ENSMUSG000001754,,0,1,1,1,0,0,1,0
ENSMUSG000001755,,42,76,90,43,56,72,49,48
ENSMUSG000001756,,390,341,582,204,572,239,223,682
ENSMUSG000001757,,12,12,21,15,10,9,23,11
ENSMUSG000001758,,127,108,103,97,116,192,77,68
ENSMUSG000001759,,247,416,365,248,715,463,592,563
ENSMUSG000001760,,317,360,147,143,207,350,303,390
ENSMUSG000001761,,534,713,510,337,328,361,424,387
ENSMUSG000001762,,90,75,115,115,65,78,74,153
ENSMUSG000001763,,21,14,14,13,15,44,23,20
ENSMUSG000001764,,0,2,1,1,1,0,0,0
ENSMUSG000001765,,5,14,6,10,17,20,13,9
ENSMUSG000001766,,3,2,2,3,0,4,2,2
ENSMUSG000001767,,1492,1345,1596,2116,3023,1453,2377,2042
ENSMUSG000001768,,12,19,11,16,22,17,9,22
ENSMUSG000001769,,40,15,27,28,31,37,10,32
ENSMUSG000001770,,71,45,35,65,108,107,41,71
ENSMUSG000001771,,17,20,25,16,26,43,9,9
ENSMUSG000001772,,551,619,348,775,839,1009,591,782
ENSMUSG000001773,,8,3,7,2,5,3,6,3
ENSMUSG000001774,,29,45,31,28,29,30,11,18
ENSMUSG000001775,,0,2,2,1,3,4,3,5
ENSMUSG000001776,,3,1,4,3,0,1,1,1
ENSMUSG000001777,,1,3,3,7,6,8,7,4
ENSMUSG000001778,,22,18,13,13,23,8,36,28
ENSMUSG000001779,,10,14,5,10,7,19,10,3
ENSMUSG000001780,,6,5,9,10,8,5,6,9
ENSMUSG000001781,,1,4,3,0,0,1,2,4
ENSMUSG000001782,,23,19,28,11,13,19,8,16
ENSMUSG000001783,,2,2,0,0,2,1,0,2
ENSMUSG000001784,,64,90,67,129,133,73,102,92
ENSMUSG000001785,,8,23,30,30,10,18,18,30
ENSMUSG000001786,,1,1,1,0,0,0,0,1
ENSMUSG000001787,,16,8,12,10,6,12,14,7
ENSMUSG000001788,,7,3,10,10,6,7,5,2
ENSMUSG000001789,,45,34,40,30,27,36,16,15
ENSMUSG000001790,,271,443,284,305,477,165,315,293
ENSMUSG000001791,,0,0,1,1,2,0,0,1
ENSMUSG000001792,,30,39,30,16,21,15,23,17
ENSMUSG000001793,,13,28,21,18,7,21,21,15
ENSMUSG000001794,,67,92,69,86,80,71,69,83
ENSMUSG000001795,,51,29,39,42,19,27,18,29
ENSMUSG000001796,,3,4,4,5,2,3,3,2
ENSMUSG000001797,,11,13,8,11,6,12,6,9
ENSMUSG000001798,,5,3,4,6,5,1,8,11
ENSMUSG000001799,,161,94,188,215,154,241,112,181
ENSMUSG000001800,,25,18,13,19,8,8,17,16
ENSMUSG000001801,,1069,771,915,1035,1052,1295,1248,854
ENSMUSG000001802,,19,16,10,24,17,25,24,13
ENSMUSG000001803,,5,3,2,4,4,7,8,3
ENSMUSG000001804,,0,3,0,2,1,3,1,2
ENSMUSG000001805,,0,1,1,1,0,0,0,1
ENSMUSG000001806,,0,0,0,0,1,0,0,0
ENSMUSG000001807,,22,20,27,37,39,35,41,72
ENSMUSG000001808,,75,51,42,27,40,33,37,31
ENSMUSG000001809,,2,0,0,2,0,1,0,1
ENSMUSG000001810,,113,105,107,103,101,140,164,122
ENSMUSG000001811,,7,3,9,6,5,13,5,5
ENSMUSG000001812,,30,22,13,32,33,21,19,6
ENSMUSG000001813,,441,428,264,370,511,363,588,451
ENSMUSG000001814,,120,121,104,120,97,97,144,71
ENSMUSG000001815,,7,15,11,10,21,10,7,9
ENSMUSG000001816,,7,2,7,5,2,0,1,1
ENSMUSG000001817,,0,0,0,0,0,0,0,0
ENSMUSG000001818,,1,10,5,6,2,9,6,3
ENSMUSG000001819,,19,10,11,19,20,9,16,22
ENSMUSG000001820,,5,0,6,2,1,1,4,0
ENSMUSG000001821,,12,11,13,18,14,27,21,12
ENSMUSG000001822,,34,31,36,24,16,31,42,13
ENSMUSG000001823,,18,10,8,13,5,6,7,11
ENSMUSG000001824,,2,10,6,6,7,9,10,8
ENSMUSG000001825,,27,32,18,35,16,32,27,50
ENSMUSG000001826,,49,37,32,76,55,35,31,40
ENSMUSG000001827,,3,0,3,3,5,4,2,3
ENSMUSG000001828,,409,436,144,612,453,337,310,258
ENSMUSG000001829,,14,10,21,17,16,19,24,19
ENSMUSG000001830,,14,13,24,20,18,35,7,15
ENSMUSG000001831,,86,61,74,95,85,143,99,114
ENSMUSG000001832,,21,24,47,44,31,45,41,35
ENSMUSG000001833,,143,194,175,157,140,193,119,173
ENSMUSG000001834,,32,36,26,31,15,27,36,29
ENSMUSG000001835,,5,8,7,5,7,4,2,8
ENSMUSG000001836,,48,54,46,26,49,36,39,44
ENSMUSG000001837,,8,3,1,2,2,3,1,4
ENSMUSG000001838,,30,26,19,23,13,30,22,20
ENSMUSG000001839,,20,29,8,24,23,16,22,13
ENSMUSG000001840,,5,4,4,20,13,9,11,8
ENSMUSG000001841,,9,16,12,10,13,17,15,13
ENSMUSG000001842,,2,1,0,2,1,1,1,0
ENSMUSG000001843,,14,11,6,9,6,4,8,2
ENSMUSG000001844,,15,14,24,14,26,22,19,22
ENSMUSG000001845,,22,20,42,41,17,43,37,23
ENSMUSG000001846,,5,0,2,3,0,1,1,2
ENSMUSG000001847,,191,316,260,197,109,195,162,237
ENSMUSG000001848,,0,1,2,5,4,4,4,6
ENSMUSG000001849,,83,196,44,87,56,103,110,217
ENSMUSG000001850,,25,52,54,77,42,53,48,45
ENSMUSG000001851,,1,3,2,5,6,4,2,6
ENSMUSG000001852,,560,850,851,574,934,735,521,808
ENSMUSG000001853,,2,1,0,2,2,3,2,1
ENSMUSG000001854,,184,154,49,175,132,162,184,52
ENSMUSG000001855,,166,91,68,237,149,294,240,141
ENSMUSG000001856,,4,4,5,6,2,5,7,7
ENSMUSG000001857,,234,323,347,258,439,214,336,364
ENSMUSG000001858,,7,13,13,6,11,16,10,19
ENSMUSG000001859,,24,23,29,35,26,51,31,31
ENSMUSG000001860,,30,29,27,18,20,43,42,44
ENSMUSG000001861,,5,15,15,18,16,24,20,14
ENSMUSG000001862,,150,82,89,82,130,92,78,162
ENSMUSG000001863,,94,110,55,175,104,104,158,111
ENSMUSG000001864,,0,0,1,1,1,0,0,0
ENSMUSG000001865,,254,248,230,310,169,298,240,281
ENSMUSG000001866,,0,0,0,0,0,1,1,0
ENSMUSG000001867,,63,220,163,174,141,140,98,131
ENSMUSG000001868,,84,163,250,215,141,226,302,233
ENSMUSG000001869,,2,0,1,5,3,2,1,2
ENSMUSG000001870,,12,11,5,4,9,13,4,6
ENSMUSG000001871,,2,3,1,1,4,2,0,0
ENSMUSG000001872,,11,10,12,27,12,8,7,16
ENSMUSG000001873,,10,12,12,15,21,7,11,20
ENSMUSG000001874,,102,73,151,146,75,86,127,108
ENSMUSG000001875,,373,241,279,258,538,230,297,318
ENSMUSG000001876,,438,122,268,450,268,380,126,315
ENSMUSG000001877,,11,10,3,7,6,4,7,5
ENSMUSG000001878,,16,3,11,8,9,25,11,13
ENSMUSG000001879,,1,0,0,0,0,1,2,0
ENSMUSG000001880,,5,3,1,2,7,8,8,1
ENSMUSG000001881,,128,158,225,80,168,87,121,236
ENSMUSG000001882,,420,412,479,459,216,470,352,527
ENSMUSG000001883,,3,0,2,0,0,0,4,0
ENSMUSG000001884,,2,3,5,3,9,7,2,8
ENSMUSG000001885,,21,27,32,12,19,36,6,23
ENSMUSG000001886,,29,26,48,37,28,37,20,21
ENSMUSG000001887,,3,1,5,6,3,0,6,5
ENSMUSG000001888,,34,37,62,27,33,67,54,23
ENSMUSG000001889,,6,9,14,10,10,10,13,5
ENSMUSG000001890,,14,30,15,22,20,10,15,19
ENSMUSG000001891,,71,71,68,27,85,54,58,56
ENSMUSG000001892,,13,16,18,20,15,9,26,35
ENSMUSG000001893,,12,8,11,9,5,8,13,7
ENSMUSG000001894,,25,31,15,13,9,25,27,32
ENSMUSG000001895,,24,12,12,26,20,16,12,20
ENSMUSG000001896,,10,6,8,9,16,11,11,7
ENSMUSG000001897,,7,12,15,7,14,8,11,29
ENSMUSG000001898,,838,416,689,630,318,650,531,269
ENSMUSG000001899,,66,46,48,70,54,82,67,45
ENSMUSG000001900,,17,20,19,9,11,4,6,12
ENSMUSG000001901,,88,72,132,65,42,71,65,72
ENSMUSG000001902,,8,11,12,7,14,15,7,9
ENSMUSG000001903,,193,259,223,153,151,213,177,361
ENSMUSG000001904,,44,30,55,57,49,51,51,37
ENSMUSG000001905,,12,10,22,13,13,11,33,24
ENSMUSG000001906,,45,45,40,28,24,71,93,44
ENSMUSG000001907,,0,0,2,1,0,1,1,0
ENSMUSG000001908,,1,1,3,2,1,1,2,2
ENSMUSG000001909,,1,1,3,2,0,3,1,0
ENSMUSG000001910,,32,24,14,26,26,14,40,16
ENSMUSG000001911,,1250,568,278,660,587,733,510,457
ENSMUSG000001912,,1953,1349,1917,1649,1602,1711,1744,3050
ENSMUSG000001913,,59,82,69,33,45,41,44,76
ENSMUSG000001914,,57,55,97,40,83,67,84,45
ENSMUSG000001915,,0,0,0,0,2,1,1,0
ENSMUSG000001916,,2,14,0,3,7,14,10,10
ENSMUSG000001917,,5,9,7,3,4,5,6,3
ENSMUSG000001918,,2,15,4,7,5,2,2,2
ENSMUSG000001919,,17,5,19,23,17,25,16,13
ENSMUSG000001920,,8,10,2,13,12,8,7,14
ENSMUSG000001921,,0,0,2,0,0,0,2,0
ENSMUSG000001922,,70,80,161,96,125,67,104,86
ENSMUSG000001923,,5,2,3,1,2,1,5,2
ENSMUSG000001924,,23,41,61,43,35,28,14,24
ENSMUSG000001925,,667,1435,560,1198,1009,1688,1403,1397
ENSMUSG000001926,,3,0,2,2,2,13,1,4
ENSMUSG000001927,,0,0,0,0,0,0,0,0
ENSMUSG000001928,,16,11,7,14,4,6,9,10
ENSMUSG000001929,,138,165,301,182,243,224,80,120
ENSMUSG000001930,,857,1551,873,1046,782,596,863,518
ENSMUSG000001931,,1,2,0,4,2,1,2,1
ENSMUSG000001932,,43,43,45,76,64,41,53,43
ENSMUSG000001933,,4,11,9,2,8,11,12,3
ENSMUSG000001934,,10,14,8,19,22,3,9,16
ENSMUSG000001935,,4924,1391,4613,7922,5050,3635,5829,4267
ENSMUSG000001936,,2,2,0,2,0,0,0,1
ENSMUSG000001937,,55,43,22,43,22,33,42,37
ENSMUSG000001938,,61,31,73,33,28,57,48,38
ENSMUSG000001939,,190,112,105,152,169,166,166,157
ENSMUSG000001940,,29,25,32,17,33,15,14,17
ENSMUSG000001941,,37,30,57,50,30,56,16,30
ENSMUSG000001942,,6,6,6,9,6,7,9,7
ENSMUSG000001943,,77,52,51,42,38,41,68,37
ENSMUSG000001944,,13,14,12,15,11,11,14,15
ENSMUSG000001945,,112,82,73,75,88,109,39,80
ENSMUSG000001946,,12,13,7,23,12,3,11,7
ENSMUSG000001947,,34,52,43,32,48,51,54,32
ENSMUSG000001948,,6,7,17,23,21,19,13,10
ENSMUSG000001949,,189,188,201,263,196,283,121,231
ENSMUSG000001950,,19,21,15,11,12,14,14,16
ENSMUSG000001951,,0,1,0,0,0,0,0,0
ENSMUSG000001952,,287,235,252,421,274,157,295,327
ENSMUSG000001953,,3,1,0,9,7,1,2,3
ENSMUSG000001954,,14,7,1,4,2,5,6,5
ENSMUSG000001955,,8,10,7,3,5,7,10,7
